bin_low,bin_high,count,accuracy,confidence,calibration_gap
0.1,0.2,2,0.0,0.19393244347374533,0.19393244347374533
0.2,0.30000000000000004,202,0.3217821782178218,0.2616410686265666,0.06014110959125518
0.30000000000000004,0.4,388,0.5025773195876289,0.3525784661204909,0.14999885346713798
0.4,0.5,386,0.6269430051813472,0.44701027187047004,0.1799327333108771
0.5,0.6000000000000001,247,0.680161943319838,0.5427550152411943,0.13740692807864374
0.6000000000000001,0.7000000000000001,113,0.8495575221238938,0.6472304492440375,0.2023270728798563
0.7000000000000001,0.8,113,0.9469026548672567,0.7508738120218108,0.19602884284544586
0.8,0.9,193,0.9792746113989638,0.8559613253372244,0.12331328606173941
0.9,1.0,359,0.9972144846796658,0.954473090566401,0.04274139411326483
